seq_id,template,n_holo_seeds,n_apo_seeds,holo_ptm,holo_ptm_sd,holo_iptm,holo_iptm_sd,holo_ranking_score,holo_ranking_score_sd,holo_mean_plddt,holo_mean_plddt_sd,holo_chromophore_plddt,holo_chromophore_plddt_sd,holo_mean_pae,holo_mean_pae_sd,holo_interface_pae,holo_interface_pae_sd,apo_ptm,apo_ptm_sd,apo_ranking_score,apo_ranking_score_sd,apo_mean_plddt,apo_mean_plddt_sd,apo_chromophore_plddt,apo_chromophore_plddt_sd,apo_mean_pae,apo_mean_pae_sd,chromophore_holo_plddt,chromophore_holo_plddt_sd,chromophore_apo_plddt,chromophore_apo_plddt_sd,mean_plddt_diff,mean_plddt_diff_sd,chromophore_plddt_diff,chromophore_plddt_diff_sd,pae_diff,pae_diff_sd,global_rmsd,global_rmsd_sd,chromophore_rmsd,chromophore_rmsd_sd,mean_per_res_rmsd,max_per_res_rmsd,holo_fraction_disordered,holo_fraction_disordered_sd,apo_fraction_disordered,apo_fraction_disordered_sd
0,G4FP_des1_cro_mod0,25,25,0.7371999999999999,0.0054160256030906,0.4784,0.0259293913027925,0.6044,0.0202237484161567,85.99541032531825,0.2784270879056017,92.0372738095238,0.4515297841767219,11.3652106400216,0.1823804921722793,18.354830640958838,0.713209183632846,0.79,0.0,0.8156000000000002,0.0141656862405838,82.78777745238096,0.2150702448052209,89.64004285714283,0.2765443901888061,9.331763777777777,0.0839917703322126,92.0372738095238,0.4515297841767219,89.64004285714283,0.2765443901888061,3.207632872937282,0.3518193477911232,2.39723095238098,0.5294864925034214,2.0334468622438244,0.2007915869964227,12.544743905347069,0.9601624844699757,0.0543243052370129,0.0441166901313902,12.544743905347069,14.45496744460758,0.1484,0.009243376006633072,0.13160000000000002,0.01803995565404749
1,G4FP_des1_cro_mod0,25,25,0.7464,0.0056862407030773,0.4711999999999999,0.0347994252826106,0.5868,0.0309192496674806,86.02647390381895,0.1856368885000592,96.07589285714285,0.1695194439353934,11.073696153697773,0.1758801099362968,17.064945631405248,0.6268764201416032,0.7820000000000001,0.0070710678118654,0.8464,0.0146855938479404,84.01786815181518,0.443571246078418,90.62036666666668,0.7801923548887713,9.930362687753924,0.2724398895670771,96.07589285714285,0.1695194439353934,90.62036666666668,0.7801923548887713,2.008605752003774,0.4808497735463165,5.455526190476178,0.798396488280761,1.143333465943849,0.3242796732737423,7.525402113217154,2.056017581293573,0.1799234823791512,0.087652073149097,7.525402113217154,11.90037088101009,0.12119999999999999,0.022683915006012523,0.1292,0.02464467488119898
2,G4FP_des1_cro_mod0,25,25,0.7384,0.0037416573867739,0.4859999999999999,0.0306865877325366,0.5952,0.0274043792120894,85.56915438472417,0.2389435425429733,93.72766666666666,0.2922542692081175,11.26144465877088,0.1372327663894285,17.702146256730938,0.5718598750563726,0.7724000000000001,0.0043588989435406,0.8320000000000001,0.0086602540378443,83.76965195662424,0.2610271684129783,89.33839999999998,0.5620111903912589,10.159490028210742,0.0967078528494016,93.72766666666666,0.2922542692081175,89.33839999999998,0.5620111903912589,1.7995024280999274,0.3538773787241607,4.3892666666666855,0.633458077535815,1.1019546305601384,0.1678846061246741,8.01491685427887,2.337337369857355,0.22971560897935,0.102588380589891,8.01491685427887,12.376029332109136,0.11919999999999999,0.025126878039263056,0.1176,0.0168
3,G4FP_des1_cro_mod0,25,25,0.7376,0.0059721576223896,0.4952,0.0229346898823594,0.598,0.0221735578260834,86.14092366808109,0.2789972972678338,92.68041666666667,0.3807489307455581,11.343086725049188,0.2452894159880415,18.281313878756297,1.012873992288437,0.78,0.0,0.8376,0.0087939373055152,84.70995049504951,0.1953122310068959,87.55585,0.6345664334402497,9.960041695258637,0.0874832692057888,92.68041666666667,0.3807489307455581,87.55585,0.6345664334402497,1.430973173031575,0.3405677017329258,5.1245666666666665,0.7400299363626883,1.3830450297905532,0.2604231556269277,7.552184391547574,1.957817289809437,0.2093494900171733,0.0925772172364107,7.552184391547574,10.747901931543888,0.11000000000000001,0.026229754097208003,0.1176,0.01882126456962975
4,G4FP_des1_cro_mod0,25,25,0.7352,0.0050990195135927,0.4972,0.0259036676939772,0.604,0.0258198889747161,85.59411666666666,0.3574935517760136,92.16579523809524,0.4073688351105773,11.494658925195788,0.1499171503178422,18.561101268021535,0.5665320955463231,0.7772,0.0045825756949558,0.8408,0.0075938571665963,83.82421900047147,0.3727260774729981,87.8183,0.5580340452567625,9.959416571360103,0.1702851592485804,92.16579523809524,0.4073688351105773,87.8183,0.5580340452567625,1.7698976661951915,0.5164555822041589,4.3474952380952345,0.6909061900757404,1.5352423538356827,0.2268748276467376,6.250685655412979,0.6875734026720925,0.1532620999405239,0.0847500611750685,6.250685655412979,8.069197131661838,0.11840000000000002,0.026180909075125717,0.1304,0.015094369811290566
5,G4FP_des1_cro_mod0,25,25,0.7372,0.0054160256030906,0.4947999999999999,0.0300166620396072,0.604,0.0288675134594812,85.90668165959453,0.368670885637141,92.5149833333333,0.4007682776671074,11.404160526214268,0.2113751958504775,18.183681083897863,0.767667739043062,0.772,0.006454972243679,0.8384,0.0098657657246324,83.36649292786421,0.4151181431718042,88.52461666666667,0.4799809795614222,10.167761287019792,0.2688443332896805,92.5149833333333,0.4007682776671074,88.52461666666667,0.4799809795614222,2.5401887317303107,0.5551948259006747,3.990366666666631,0.6252974916989529,1.2363992391944765,0.3419893989041189,8.270726852003401,2.359168639693013,0.1556269932190807,0.1192844970507642,8.270726852003401,11.045392359827051,0.12040000000000001,0.025215868019959176,0.13160000000000002,0.019324595726689858
6,G4FP_des1_cro_mod0,25,25,0.7324,0.0043588989435406,0.4876,0.0278806982217686,0.606,0.019364916731037,85.68992996228195,0.1725044525449096,92.62465,0.2447464107102601,11.620387292156938,0.1361348985721493,18.8937661976724,0.6699327281972977,0.7875999999999999,0.0072341781380702,0.8472,0.014,85.34166631305989,0.5735600867533924,89.71073333333334,0.5194414217455143,9.465659880839569,0.431944916964817,92.62465,0.2447464107102601,89.71073333333334,0.5194414217455143,0.3482636492220621,0.5989398628112659,2.9139166666666654,0.5742126750434516,2.154727411317369,0.4528897458554256,10.554261947888504,1.1826754142314737,0.1774091442043879,0.1056963031418882,10.554261947888504,11.90816320450119,0.14,0.016733200530681513,0.11759999999999998,0.019652989594461198
7,G4FP_des1_cro_mod0,25,25,0.7440000000000001,0.0076376261582597,0.4796,0.0348185774168522,0.586,0.030413812651491,85.60795865157942,0.2176711891203323,95.5328,0.1844307244729856,11.12550707920219,0.1947533267256347,17.457175612298073,0.7683214184064827,0.7768,0.0047609522856952,0.8408,0.0070237691685684,84.15806412069779,0.286634483751095,91.18086666666667,0.4800928536732732,10.03939674759555,0.234977275723261,95.5328,0.1844307244729856,91.18086666666667,0.4800928536732732,1.449894530881636,0.3599167596102135,4.351933333333335,0.514299368342775,1.0861103316066405,0.3051936735534131,7.415537536315675,1.4890079417094164,0.1414614385684255,0.0863050531083404,7.415537536315675,12.120159210720312,0.1072,0.02236425719759098,0.1336,0.01466424222385869
8,G4FP_des1_cro_mod0,25,25,0.7391999999999999,0.0049328828623162,0.4943999999999999,0.0369774706183824,0.5968,0.0361386219991853,85.68669615747291,0.3856788444152642,92.24401190476192,0.3937172095489993,11.275728289803633,0.2651190723019272,18.012480111169012,0.8118939343898961,0.7864,0.0063770421565696,0.84,0.012909944487358,84.68530563413483,0.4119240270309812,87.5799142857143,0.700839350036929,9.483839928547312,0.3612606993567814,92.24401190476192,0.3937172095489993,87.5799142857143,0.700839350036929,1.001390523338074,0.5642956450965345,4.664097619047624,0.8038588406276539,1.791888361256321,0.448104246128047,7.317329883081524,2.072119256039277,0.2161705851846821,0.0835759101140882,7.317329883081524,10.700959914191971,0.10679999999999999,0.021113029152634636,0.10640000000000001,0.017176728442867113
9,G4FP_des1_cro_mod0,25,25,0.7464,0.0095219045713904,0.4488,0.0515848815061157,0.5551999999999999,0.0478817989080053,85.74137351013673,0.6945678405516051,93.63717619047618,0.312083516911384,11.085030789585836,0.3970769467774797,17.768397012332812,1.6305222828951982,0.7884,0.0068799224801834,0.8212,0.0218555866237139,83.62452580669496,1.291465915327726,88.69473571428573,0.9057618094464058,9.544617193360128,0.1678197966631662,93.63717619047618,0.312083516911384,88.69473571428573,0.9057618094464058,2.1168477034417634,1.4663930904030478,4.942440476190456,0.9580190900913224,1.5404135962257062,0.4310841980567044,9.751252268384798,4.6821813809998,0.1672178821103398,0.1637583225905144,9.751252268384798,19.610491533535555,0.1168,0.01891454466805902,0.1112,0.025817823300967883
